Date,Price
1993/3/8,0.527
1993/3/9,0.5293
1993/3/10,0.5281
1993/3/11,0.5282
1993/3/12,0.528
1993/3/15,0.5283
1993/3/16,0.5285
1993/3/17,0.5345
1993/3/18,0.5354
1993/3/19,0.534
1993/3/22,0.5386
1993/3/23,0.5325
1993/3/24,0.533
1993/3/25,0.5335
1993/3/26,0.534
1993/3/29,0.535
1993/3/30,0.5345
1993/3/31,0.533
1993/4/1,0.5285
1993/4/2,0.5323
1993/4/5,0.534
1993/4/6,0.5333
1993/4/7,0.5365
1993/4/8,0.5385
1993/4/9,0.5382
1993/4/12,0.5395
1993/4/13,0.543
1993/4/14,0.5442
1993/4/15,0.5387
1993/4/16,0.5387
1993/4/19,0.5414
1993/4/20,0.5411
1993/4/21,0.5417
1993/4/22,0.54
1993/4/23,0.5444
1993/4/26,0.5472
1993/4/27,0.5449
1993/4/28,0.5447
1993/4/29,0.5434
1993/4/30,0.5421
1993/5/3,0.5417
1993/5/4,0.5413
1993/5/5,0.5442
1993/5/6,0.5459
1993/5/7,0.5479
1993/5/10,0.5442
1993/5/11,0.5435
1993/5/12,0.5432
1993/5/13,0.5448
1993/5/14,0.544
1993/5/17,0.5436
1993/5/18,0.5392
1993/5/19,0.5385
1993/5/20,0.5423
1993/5/21,0.5452
1993/5/24,0.5444
1993/5/25,0.5482
1993/5/26,0.5476
1993/5/27,0.5452
1993/5/28,0.5425
1993/5/31,0.5419
1993/6/1,0.5409
1993/6/2,0.5412
1993/6/3,0.5427
1993/6/4,0.5379
1993/6/7,0.5365
1993/6/8,0.536
1993/6/9,0.5372
1993/6/10,0.5376
1993/6/11,0.5426
1993/6/14,0.5425
1993/6/15,0.5439
1993/6/16,0.544
1993/6/17,0.5424
1993/6/18,0.5424
1993/6/21,0.5432
1993/6/22,0.5403
1993/6/23,0.5388
1993/6/24,0.5365
1993/6/25,0.538
1993/6/28,0.5372
1993/6/29,0.5389
1993/6/30,0.5369
1993/7/1,0.5411
1993/7/2,0.5434
1993/7/5,0.5442
1993/7/6,0.545
1993/7/7,0.5467
1993/7/8,0.5512
1993/7/9,0.55
1993/7/12,0.5494
1993/7/13,0.5497
1993/7/14,0.5487
1993/7/15,0.5505
1993/7/16,0.5484
1993/7/19,0.5468
1993/7/20,0.5494
1993/7/21,0.5498
1993/7/22,0.5504
1993/7/23,0.5514
1993/7/26,0.553
1993/7/27,0.5531
1993/7/28,0.5513
1993/7/29,0.5528
1993/7/30,0.5539
1993/8/2,0.5508
1993/8/3,0.553
1993/8/4,0.5527
1993/8/5,0.5512
1993/8/6,0.5506
1993/8/9,0.5487
1993/8/10,0.5503
1993/8/11,0.5496
1993/8/12,0.5508
1993/8/13,0.5522
1993/8/16,0.5535
1993/8/17,0.555
1993/8/18,0.554
1993/8/19,0.554
1993/8/20,0.5544
1993/8/23,0.552
1993/8/24,0.553
1993/8/25,0.5563
1993/8/26,0.5559
1993/8/27,0.5537
1993/8/30,0.5519
1993/8/31,0.5545
1993/9/1,0.5527
1993/9/2,0.549
1993/9/3,0.5443
1993/9/6,0.546
1993/9/7,0.5495
1993/9/8,0.5534
1993/9/9,0.5523
1993/9/10,0.5527
1993/9/13,0.5523
1993/9/14,0.5527
1993/9/15,0.5521
1993/9/16,0.5517
1993/9/17,0.5525
1993/9/20,0.5527
1993/9/21,0.5543
1993/9/22,0.5551
1993/9/23,0.5567
1993/9/24,0.5555
1993/9/27,0.553
1993/9/28,0.5527
1993/9/29,0.5511
1993/9/30,0.5507
1993/10/1,0.5511
1993/10/4,0.55
1993/10/5,0.5466
1993/10/6,0.5484
1993/10/7,0.5504
1993/10/8,0.5519
1993/10/11,0.5527
1993/10/12,0.5529
1993/10/13,0.553
1993/10/14,0.552
1993/10/15,0.551
1993/10/18,0.5527
1993/10/19,0.5565
1993/10/20,0.5569
1993/10/21,0.5564
1993/10/22,0.5572
1993/10/25,0.556
1993/10/26,0.5559
1993/10/27,0.556
1993/10/28,0.5549
1993/10/29,0.5554
1993/11/1,0.5553
1993/11/2,0.5547
1993/11/3,0.5556
1993/11/4,0.5558
1993/11/5,0.5575
1993/11/8,0.5445
1993/11/9,0.5439
1993/11/10,0.54
1993/11/11,0.5403
1993/11/12,0.539
1993/11/15,0.5409
1993/11/16,0.5406
1993/11/17,0.5505
1993/11/18,0.5488
1993/11/19,0.5494
1993/11/22,0.5476
1993/11/23,0.5488
1993/11/24,0.5497
1993/11/25,0.5485
1993/11/26,0.5474
1993/11/29,0.5453
1993/11/30,0.547
1993/12/1,0.5474
1993/12/2,0.5487
1993/12/3,0.5499
1993/12/6,0.5506
1993/12/7,0.5517
1993/12/8,0.5546
1993/12/9,0.5551
1993/12/10,0.5559
1993/12/13,0.555
1993/12/14,0.5571
1993/12/15,0.5595
1993/12/16,0.5615
1993/12/17,0.5622
1993/12/20,0.5616
1993/12/21,0.5611
1993/12/22,0.5616
1993/12/23,0.5659
1993/12/24,0.5595
1993/12/27,0.5591
1993/12/28,0.5596
1993/12/29,0.5581
1993/12/30,0.5581
1993/12/31,0.559
1994/1/3,0.5631
1994/1/4,0.5601
1994/1/5,0.5597
1994/1/6,0.56
1994/1/7,0.5573
1994/1/10,0.5584
1994/1/11,0.5603
1994/1/12,0.5591
1994/1/13,0.5603
1994/1/14,0.5581
1994/1/17,0.5603
1994/1/18,0.5636
1994/1/19,0.5651
1994/1/20,0.5646
1994/1/21,0.5661
1994/1/24,0.5661
1994/1/25,0.5681
1994/1/26,0.5681
1994/1/27,0.5682
1994/1/28,0.5681
1994/1/31,0.5687
1994/2/1,0.5726
1994/2/2,0.573
1994/2/3,0.5711
1994/2/4,0.5698
1994/2/7,0.5733
1994/2/8,0.5736
1994/2/9,0.5758
1994/2/10,0.5749
1994/2/11,0.5736
1994/2/14,0.5717
1994/2/15,0.5731
1994/2/16,0.5751
1994/2/17,0.5756
1994/2/18,0.5741
1994/2/21,0.5725
1994/2/22,0.579
1994/2/23,0.5801
1994/2/24,0.5786
1994/2/25,0.5771
1994/2/28,0.5764
1994/3/1,0.5747
1994/3/2,0.5704
1994/3/3,0.5714
1994/3/4,0.5721
1994/3/7,0.5767
1994/3/8,0.5746
1994/3/9,0.5746
1994/3/10,0.5709
1994/3/11,0.5736
1994/3/14,0.5761
1994/3/15,0.5776
1994/3/16,0.5776
1994/3/17,0.5734
1994/3/18,0.5743
1994/3/21,0.5689
1994/3/22,0.5691
1994/3/23,0.5699
1994/3/24,0.5661
1994/3/25,0.5671
1994/3/28,0.5686
1994/3/29,0.5645
1994/3/30,0.5621
1994/3/31,0.563
1994/4/1,0.5641
1994/4/4,0.5623
1994/4/5,0.5651
1994/4/6,0.5676
1994/4/7,0.5671
1994/4/8,0.5701
1994/4/11,0.5692
1994/4/12,0.5681
1994/4/13,0.5657
1994/4/14,0.5666
1994/4/15,0.568
1994/4/18,0.5666
1994/4/19,0.5651
1994/4/20,0.5671
1994/4/21,0.5706
1994/4/22,0.5736
1994/4/25,0.5743
1994/4/26,0.5731
1994/4/27,0.5746
1994/4/28,0.5761
1994/4/29,0.5774
1994/5/2,0.5771
1994/5/3,0.5741
1994/5/4,0.5761
1994/5/5,0.578
1994/5/6,0.5781
1994/5/9,0.5791
1994/5/10,0.5805
1994/5/11,0.5796
1994/5/12,0.5811
1994/5/13,0.5831
1994/5/16,0.5861
1994/5/17,0.5853
1994/5/18,0.5868
1994/5/19,0.5856
1994/5/20,0.5874
1994/5/23,0.5887
1994/5/24,0.5879
1994/5/25,0.5885
1994/5/26,0.5889
1994/5/27,0.5884
1994/5/30,0.59
1994/5/31,0.5934
1994/6/1,0.5945
1994/6/2,0.5947
1994/6/3,0.5937
1994/6/6,0.5922
1994/6/7,0.5914
1994/6/8,0.5904
1994/6/9,0.5882
1994/6/10,0.5896
1994/6/13,0.59
1994/6/14,0.5867
1994/6/15,0.5867
1994/6/16,0.5903
1994/6/17,0.5925
1994/6/20,0.594
1994/6/21,0.5957
1994/6/22,0.593
1994/6/23,0.5904
1994/6/24,0.5891
1994/6/27,0.5913
1994/6/28,0.5937
1994/6/29,0.595
1994/6/30,0.5947
1994/7/1,0.5979
1994/7/4,0.5969
1994/7/5,0.5945
1994/7/6,0.5978
1994/7/7,0.599
1994/7/8,0.6038
1994/7/11,0.6071
1994/7/12,0.6064
1994/7/13,0.6047
1994/7/14,0.6007
1994/7/15,0.5998
